title,appid,categories,genres,price,developer,publisher
Robot Rescue Revolution,284200.0,,,,,
Super Toy Cars,116100.0,,,,,
Cornerstone: The Song Of Tyrim,284410.0,,,,,
The Typing of The Dead: Overkill,246580.0,,,,,
Speed Kills,284930.0,,,,,
Pixel Puzzles: Japan,284950.0,,,,,
Solarix,284990.0,,,,,
Planet Ancyra Chronicles,324060.0,,,,,
Pixel Puzzles: UndeadZ,285010.0,,,,,
Showtime!,285050.0,,,,,
Battleplan: American Civil War,285130.0,,,,,
RollerCoaster Tycoon 2: Triple Thrill Pack,285330.0,,,,,
Kingdom Elemental,285350.0,,,,,
ACE - Arena: Cyber Evolution,285580.0,,,,,
Action Henk,285820.0,,,,,
Tooth and Tail,286000.0,,,,,
Dead Effect,286040.0,,,,,
ReignMaker,286200.0,,,,,
fault - milestone one,286260.0,,,,,
Oknytt,286320.0,,,,,
Strata,286380.0,,,,,
Avoid Sensory Overload,286660.0,,,,,
Shadow Ops: Red Mercury,286770.0,,,,,
Harvester,287020.0,,,,,
Chaos Domain,287100.0,,,,,
Ionball 2 : Ionstorm,287120.0,,,,,
Selfie: Sisters of the Amniotic Lens,287140.0,,,,,
Toybox Turbos,287260.0,,,,,
The Scourge Project: Episode 1 and 2,36700.0,,,,,
Scourge: Outbreak,227560.0,,,,,
Whispering Willows,288060.0,,,,,
Fable Anniversary,288470.0,,,,,
HTR+ Slot Car Simulation,288650.0,,,,,
Sudokuball Detective,288690.0,,,,,
Ampu-Tea,289090.0,,,,,
Ascension to the Throne,289200.0,,,,,
Parkan 2,289400.0,,,,,
UFO: Aftershock,289500.0,,,,,
MURDERED: SOUL SUSPECT™,233290.0,,,,,
ACE COMBAT™ ASSAULT HORIZON Enhanced Edition,228400.0,,,,,
Volt,290280.0,,,,,
Time Ramesside (A New Reckoning),290650.0,,,,,
The Fall,290770.0,,,,,
Slip,291070.0,,,,,
Three Dead Zed,291390.0,,,,,
UFO: Aftermath,292160.0,,,,,
Ridge Racer™ Unbounded,202310.0,,,,,
DarkEnd,292370.0,,,,,
Racer 8,292380.0,,,,,
Street Racing Syndicate,292410.0,,,,,
Chompy Chomp Chomp,292570.0,,,,,
Pressured,292620.0,,,,,
American Conquest,115210.0,,,,,
Cossacks: European Wars,4880.0,,,,,
Cossacks II: Napoleonic Wars,115200.0,,,,,
Level 22,293300.0,,,,,
Arson & Plunder: Unleashed,293600.0,,,,,
Dark Raid,293720.0,,,,,
Crawl,535120.0,,,,,
Cult of the Wind,293840.0,,,,,
White Noise Online,293860.0,,,,,
Loot Hero DX,294040.0,,,,,
Viscera Cleanup Detail,246900.0,,,,,
Xpand Rally Xtreme,3050.0,,,,,
Schrödinger's Cat and the Raiders of the Lost Quark,295490.0,,,,,
Hive Jump,295670.0,,,,,
Sweezy Gunner,295730.0,,,,,
Battlepaths,296050.0,,,,,
MIND Path to Thalamus E.Edition,296070.0,,,,,
G-Ball,296150.0,,,,,
Iron Storm,296180.0,,,,,
4 Elements,47000.0,,,,,
GemCraft - Chasing Shadows,296490.0,,,,,
Magnetic By Nature,296510.0,,,,,
Monstrum ,296710.0,,,,,
Subject 9,296950.0,,,,,
The Culling Of The Cows,297020.0,,,,,
Cosmic DJ,297110.0,,,,,
Monsters Ate My Birthday Cake,297590.0,,,,,
Orbital Gear,298520.0,,,,,
Lovely Planet,298600.0,,,,,
Commando Jack,299260.0,,,,,
International Snooker,299500.0,,,,,
Tengami,299680.0,,,,,
Franchise Hockey Manager 2014,299890.0,,,,,
Victim of Xen,300220.0,,,,,
The Few,300320.0,,,,,
Lemma,300340.0,,,,,
Road Redemption,300380.0,,,,,
GALAK-Z,300580.0,,,,,
Night Shift,301050.0,,,,,
Q.U.B.E.,203730.0,,,,,
Q.U.B.E: Director's Cut,239430.0,,,,,
Kill Fun Yeah,301360.0,,,,,
Electronic Super Joy: Groove City,301460.0,,,,,
GEARCRACK Arena,301480.0,,,,,
Numba Deluxe,301700.0,,,,,
RADical ROACH Remastered,301750.0,,,,,
Saints Row: Gat out of Hell,301910.0,,,,,
Trucks & Trailers,302060.0,,,,,
Bus Driver,302080.0,,,,,
Of Guards And Thieves,302590.0,,,,,
BlazeRush,302710.0,,,,,
Dead Bits,303390.0,,,,,
Dungeons: The Eye of Draconus,303510.0,,,,,
Kick-Ass 2,304170.0,,,,,
Agents of Mayhem,304530.0,,,,,
Blue Estate,305380.0,,,,,
Another Perspective,305920.0,,,,,
Heavy Fire: Afghanistan,305980.0,,,,,
Slipstream 5000,306350.0,,,,,
Runers,306550.0,,,,,
Overlord: Fellowship of Evil,306670.0,,,,,
Memories of a Vagabond,307070.0,,,,,
Fancy Skulls,307090.0,,,,,
Borealis,307170.0,,,,,
Will Fight for Food: Super Actual Sellout: Game of the Hour,307210.0,,,,,
Super Lemonade Factory,307270.0,,,,,
Platypus,307340.0,,,,,
Crimzon Clover  WORLD IGNITION,285440.0,,,,,
Zoo Park,307760.0,,,,,
Gold Rush! Classic,308000.0,,,,,
Back to Bed,308040.0,,,,,
Black The Fall,308060.0,,,,,
The Nightmare Cooperative,310070.0,,,,,
Onikira: Demon Killer,310850.0,,,,,
Anomaly Korea,251530.0,,,,,
Anomaly Warzone Earth Mobile Campaign,252170.0,,,,,
Anomaly Defenders,294750.0,,,,,
OCEAN CITY RACING: Redux,311400.0,,,,,
Vertical Drop Heroes HD,311480.0,,,,,
Data Hacker: Initiation,311860.0,,,,,
Rain World,312520.0,,,,,
Power-Up,312640.0,,,,,
Khet 2.0,312720.0,,,,,
NEOTOKYO°,244630.0,,,,,
Fahrenheit: Indigo Prophecy Remastered,312840.0,,,,,
Blackbay Asylum,313140.0,,,,,
Heileen 3: New Horizons,305490.0,,,,,
Sakura Spirit,313740.0,,,,,
Boid,314010.0,,,,,
Saviors,314450.0,,,,,
The Red Solstice,265590.0,,,,,
Paper Monsters Recut,314540.0,,,,,
The Sun at Night,314570.0,,,,,
Spectre,1531020.0,,,,,
Space Hack,315260.0,,,,,
Skilltree Saga,315320.0,,,,,
All Guns On Deck,315330.0,,,,,
Polarity,315430.0,,,,,
Bliss,1451040.0,,,,,
The Joylancer: Legendary Motor Knight,315540.0,,,,,
Taxi,488080.0,,,,,
Zombie Driver HD,220820.0,,,,,
Wave of Darkness,316370.0,,,,,
The Maker's Eden,313360.0,,,,,
Biglands: A Game Made By Kids,316740.0,,,,,
Strife: Veteran Edition,317040.0,,,,,
MotorSport Revolution,317080.0,,,,,
Lumino City,205020.0,,,,,
Velocibox,317710.0,,,,,
Karmaflow: The Rock Opera Videogame,317940.0,,,,,
Enforcer: Police Crime Action,318220.0,,,,,
Convoy,318230.0,,,,,
Risen 3 - Titan Lords,249230.0,,,,,
Wings of Vi,318530.0,,,,,
The Flame in the Flood,318600.0,,,,,
Cargo 3,318690.0,,,,,
Platypus II,319180.0,,,,,
Great Permutator,319270.0,,,,,
There Came an Echo,319740.0,,,,,
AX:EL,319830.0,,,,,
The Detail,319970.0,,,,,
Moon Hunters,320040.0,,,,,
Absolute Drift,320140.0,,,,,
Darkstone,320320.0,,,,,
Roommates,317300.0,,,,,
One Day For Ched,321030.0,,,,,
Melissa K. and the Heart of Gold Collector's Edition,321150.0,,,,,
UNLOVED,321270.0,,,,,
Zone 22,321390.0,,,,,
The Sun and Moon,321560.0,,,,,
Silence of the Sleep,321870.0,,,,,
Yury,321950.0,,,,,
Geometry Dash,322170.0,,,,,
NecroVisioN,7860.0,,,,,
Dungeon Lurk II - Leona,322580.0,,,,,
theHunter: Primal,322920.0,,,,,
Tharsis,323060.0,,,,,
Screencheat,301970.0,,,,,
VoidExpanse,324260.0,,,,,
Desert Ashes,324420.0,,,,,
The Warlock of Firetop Mountain,856960.0,,,,,
Monster Truck Destruction,324760.0,,,,,
Vagante,323220.0,,,,,
Homebrew - Patent Unknown,325420.0,,,,,
Construction Machines 2014,252050.0,,,,,
Car Mechanic Simulator 2014,270850.0,,,,,
Outland,305050.0,,,,,
Clash of Puppets,325870.0,,,,,
Crystal Catacombs,325880.0,,,,,
Horizon Shift,326120.0,,,,,
Chime Sharp,326520.0,,,,,
Warhammer Quest,326670.0,,,,,
Sword of Asumi,326950.0,,,,,
Apotheon,208750.0,,,,,
Anna's Quest,327220.0,,,,,
Super Life of Pixel,327260.0,,,,,
A Bird Story,327410.0,,,,,
Darklands,327930.0,,,,,
DragonSphere,327940.0,,,,,
Gunspell: Steam Edition,328100.0,,,,,
Redline,328460.0,,,,,
Potatoman Seeks the Troof,328500.0,,,,,
F-117A Nighthawk Stealth Fighter 2.0,328920.0,,,,,
Eradicator,329640.0,,,,,
NAM,329650.0,,,,,
Catlateral Damage,329860.0,,,,,
Pix the Cat,330180.0,,,,,
Shark Attack Deathmatch 2,330580.0,,,,,
2064: Read Only Memories,330820.0,,,,,
Thief Town,331220.0,,,,,
Prehistorik,745870.0,,,,,
Battle Fleet 2,332490.0,,,,,
GRAV,332500.0,,,,,
Kaiju-A-GoGo,333210.0,,,,,
Forward to the Sky,333250.0,,,,,
NEKOPARA Vol. 1,333600.0,,,,,
A Druid's Duel,333970.0,,,,,
Fake Colours,334300.0,,,,,
Square Heroes,334560.0,,,,,
Drive to Hell,334840.0,,,,,
Yoku's Island Express,334940.0,,,,,
Race.a.bit,336030.0,,,,,
Monster Jam,336250.0,,,,,
Skara - The Blade Remains,274620.0,,,,,
Quantum Rush Champions,317440.0,,,,,
Supreme League of Patriots Issue 2: Patriot Frames,336710.0,,,,,
Four Sided Fantasy,337490.0,,,,,
Bermuda,337630.0,,,,,
Just Get Through,338190.0,,,,,
Terra Lander Remastered,338550.0,,,,,
Urja,338710.0,,,,,
Seven Kingdoms 2 HD,338800.0,,,,,
Squirreltopia,334690.0,,,,,
Runestone Keeper,339400.0,,,,,
A Pixel Story,339460.0,,,,,
Retention,339470.0,,,,,
Sunless Sea,304650.0,,,,,
Hack 'n' Slash,246070.0,,,,,
rFactor,339790.0,,,,,
Survivalist,340050.0,,,,,
Bloop,340200.0,,,,,
Tomb of Tyrants,340360.0,,,,,
You Are Not a Banana: Better Edition,340470.0,,,,,
Sunrider Academy,340730.0,,,,,
RaidersSphere4th,340860.0,,,,,
The Lady,341060.0,,,,,
Nexus : One Core,341080.0,,,,,
On A Roll 3D,341090.0,,,,,
Glorkian Warrior: The Trials Of Glork,341120.0,,,,,
Steam Heroes,341160.0,,,,,
BANZAI PECAN: The Last Hope For the Young Century,341440.0,,,,,
Camera Obscura,341500.0,,,,,
TRIP Steam Edition,341540.0,,,,,
stratO,341680.0,,,,,
Train of Afterlife,342360.0,,,,,
Sakura Angels,342380.0,,,,,
BoxesWithGuns,342520.0,,,,,
It came from space and ate our brains,342620.0,,,,,
Fermi's Path,342650.0,,,,,
Overture,343100.0,,,,,
Irrational Exuberance: Prologue,343730.0,,,,,
Trash TV,343840.0,,,,,
Cataegis : The White Wind,344130.0,,,,,
Pixel Puzzles 2: Birds,344230.0,,,,,
Heckabomb,344300.0,,,,,
fault - milestone two side: above,344770.0,,,,,
World of Mixed Martial Arts 3,344800.0,,,,,
Total Extreme Wrestling 2010,344810.0,,,,,
Vox Populi Vox Dei 2,345120.0,,,,,
Agent Awesome,345220.0,,,,,
Idol Hands,345750.0,,,,,
THE KING OF FIGHTERS 2002 UNLIMITED MATCH,222440.0,,,,,
BiT Evolution,342020.0,,,,,
Hero of the Kingdom II,346560.0,,,,,
Undead Shadows,346920.0,,,,,
The Dark Stone from Mebara,346950.0,,,,,
Terra Incognita Chapter One: The Descendant,347560.0,,,,,
Doodle God,348360.0,,,,,
Abyss Raiders: Uncharted,348730.0,,,,,
Ame no Marginal -Rain Marginal-,348950.0,,,,,
Tokyo Hosto,349650.0,,,,,
Aftermath,1916830.0,,,,,
Popup Dungeon,349730.0,,,,,
GunWorld,349950.0,,,,,
Luminosity,346780.0,,,,,
Pixel Puzzles Illustrations & Anime,1005240.0,,,,,
Regency Solitaire,351090.0,,,,,
Veteran Combat,351420.0,,,,,
On My Own,351730.0,,,,,
MadSpace: To Hell and Beyond,351810.0,,,,,
Fort Meow,352070.0,,,,,
Reflections,352360.0,,,,,
The Silent Age,352520.0,,,,,
Arctic Adventure,358170.0,,,,,
Bio Menace,358180.0,,,,,
Blake Stone: Aliens of Gold,358190.0,,,,,
Math Rescue,358200.0,,,,,
Monster Bash,358210.0,,,,,
Mystic Towers,358220.0,,,,,
Paganitzu,358230.0,,,,,
Monuments of Mars,358240.0,,,,,
Cosmo's Cosmic Adventure,358250.0,,,,,
Crystal Caves,358260.0,,,,,
Death Rally (Classic),358270.0,,,,,
Alien Carnage / Halloween Harry,358280.0,,,,,
Hocus Pocus,358290.0,,,,,
Major Stryker,358300.0,,,,,
Blake Stone: Planet Strike,358310.0,,,,,
Realms of Chaos,358320.0,,,,,
Word Rescue,358340.0,,,,,
Secret Agent,358350.0,,,,,
Raptor: Call of the Shadows (1994 Classic Edition),358360.0,,,,,
Wacky Wheels,358380.0,,,,,
Stargunner,358390.0,,,,,
Shadow Warrior (Classic),358400.0,,,,,
Rise of the Triad: Dark War,358410.0,,,,,
Xenophage,358420.0,,,,,
Balls of Steel,358430.0,,,,,
Dark Ages,358440.0,,,,,
Duke Nukem 3D,359850.0,,,,,
Terminal Velocity™: Boosted Edition,1956430.0,,,,,
Train Valley,353640.0,,,,,
Pixel Puzzles 2: Anime,350810.0,,,,,
The Adventures of Tree,354860.0,,,,,
Pester,354920.0,,,,,
An Imp? A Fiend!,354960.0,,,,,
MotoGP™15,355130.0,,,,,
SNOWFLAKE TATTOO,355430.0,,,,,
Thumper,356400.0,,,,,
Red Lake,357290.0,,,,,
Dead Rising 2: Off the Record,45770.0,,,,,
Defend Your Life,357780.0,,,,,
Sunrider: Liberation Day - Captain's Edition,358750.0,,,,,
Good Robot,358830.0,,,,,
ZombieRun,358840.0,,,,,
Trouble In The Manor,338530.0,,,,,
The Music Machine,359040.0,,,,,
Switch Galaxy Ultra,359060.0,,,,,
Uncanny Valley,359580.0,,,,,
PAC-MAN Championship Edition DX+,236450.0,,,,,
Choice Chamber,359960.0,,,,,
Knights of the Sky,347270.0,,,,,
"Once Bitten, Twice Dead",360590.0,,,,,
Yooka-Laylee,360830.0,,,,,
Bloodsports.TV,336420.0,,,,,
Sparkle 3 Genesis,361190.0,,,,,
True Bliss,361620.0,,,,,
in Space,361830.0,,,,,
Lakeview Cabin Collection,361990.0,,,,,
Blue Rose Reprise,362660.0,,,,,
3D Mini Golf,362830.0,,,,,
Door Kickers,248610.0,,,,,
Mega Man Legacy Collection,363440.0,,,,,
Escape Machines,363490.0,,,,,
Space Robot Samurai Zombie Slayer,364100.0,,,,,
Downfall,364390.0,,,,,
Roguelands,364420.0,,,,,
Koi-Koi Japan [Hanafuda playing cards],364930.0,,,,,
Gynophobia,365020.0,,,,,
Unheard Screams - King Leopold II's Rule Over The Congo,365080.0,,,,,
Flying Tigers: Shadows Over China,365810.0,,,,,
rFactor 2,365960.0,,,,,
Wurm Unlimited,366220.0,,,,,
Not without my donuts,366610.0,,,,,
Breakout Invaders,366700.0,,,,,
Helena The 3rd,367060.0,,,,,
Songbringer,367080.0,,,,,
Red Bit Ninja,364900.0,,,,,
Avenging Angel,367240.0,,,,,
Pixel Star,367300.0,,,,,
Poly Bridge,367450.0,,,,,
WORLD END ECONOMiCA episode.02,368160.0,,,,,
CrossCode,368340.0,,,,,
60 Seconds!,368360.0,,,,,
60 Seconds! Reatomized,1012880.0,,,,,
Through the Woods,368430.0,,,,,
Despair,368990.0,,,,,
Pongo,369000.0,,,,,
Predator Simulator,369100.0,,,,,
The Swindle,369110.0,,,,,
SoulCraft,369180.0,,,,,
Riddled Corpses,369890.0,,,,,
NBA 2K16,370240.0,,,,,
8-Bit Adventures 1: The Forgotten Journey Remastered Edition,370300.0,,,,,
Tompi Jones,370310.0,,,,,
Aegis Defenders,371140.0,,,,,
Super 3-D Noah's Ark,371180.0,,,,,
Barony,371970.0,,,,,
Chiptune Champion,372690.0,,,,,
Girl Amazon Survival,372750.0,,,,,
Cast of the Seven Godsends - Redux,373360.0,,,,,
Defend The Highlands,374830.0,,,,,
Sakura Fantasy Chapter 1,375200.0,,,,,
ICY: Frostbite Edition,680480.0,,,,,
New kind of adventure,375510.0,,,,,
Human Resource Machine,375820.0,,,,,
The Tower Of Elements,377310.0,,,,,
Close Your Eyes,377330.0,,,,,
Sakura Beach,377680.0,,,,,
Idol Magical Girl Chiru Chiru Michiru Part 1,377710.0,,,,,
Idol Magical Girl Chiru Chiru Michiru Part 2,377720.0,,,,,
Nomad,1472330.0,,,,,
Cruel Arena,381140.0,,,,,
Trials on Tatooine,381940.0,,,,,
Dark Years,382160.0,,,,,
Kidnapped,382300.0,,,,,
Dungeon Souls,383230.0,,,,,
Hue,383270.0,,,,,
Star Chronicles: Delta Quadrant,383330.0,,,,,
Sound of Drop - fall into poison -,383460.0,,,,,
Flesh Eaters,383580.0,,,,,
Machina of the Planet Tree -Planet Ruler-,383960.0,,,,,
ABZÛ,384190.0,,,,,
Victor Vran,345180.0,,,,,
CAT Interstellar,384740.0,,,,,
Hook,367580.0,,,,,
Stranded In Time,385150.0,,,,,
Pulut Adventure,385220.0,,,,,
ATV GP,385460.0,,,,,
MiniDrivers,385490.0,,,,,
King of Dragon Pass,352220.0,,,,,
INK,1156950.0,,,,,
NEKOPARA Vol. 0,385800.0,,,,,
Burgers,385830.0,,,,,
Proto Raider,386050.0,,,,,
Vampire of the Sands,386160.0,,,,,
Kumoon : Ballistic Physics Puzzle,386290.0,,,,,
Novus Inceptio,386590.0,,,,,
"Cook, Serve, Delicious! 2!!",386620.0,,,,,
Memory's Dogma CODE:01,386970.0,,,,,
FIVE: Guardians of David,387010.0,,,,,
Alpha Runner,387840.0,,,,,
Airport Madness 4,387850.0,,,,,
Paintball eXtreme,387960.0,,,,,
Never Alone (Kisima Ingitchuna),295790.0,,,,,
In Between,1490500.0,,,,,
Borderless Gaming,388080.0,,,,,
Project Druid - 2D Labyrinth Explorer-,388160.0,,,,,
Through Abandoned: The Underground City,389270.0,,,,,
PewDiePie: Legend of the Brofist,390520.0,,,,,
Acceleration of SUGURI 2,390710.0,,,,,
Stellar 2D,391070.0,,,,,
Mayhem Triple,391390.0,,,,,
Dream Chamber,391590.0,,,,,
Necromonads,391630.0,,,,,
Stage Presence,391640.0,,,,,
Pumped BMX +,392070.0,,,,,
Tower Unite,394690.0,,,,,
Office Battle,394870.0,,,,,
DEADBOLT,394970.0,,,,,
Master Spy,331190.0,,,,,
DISTRAINT: Deluxe Edition,395170.0,,,,,
Hover Cubes: Arena,396700.0,,,,,
SimplePlanes,397340.0,,,,,
Twinsen's Little Big Adventure 2 Classic,398000.0,,,,,
Straima,399140.0,,,,,
Tinboy,399430.0,,,,,
Game Corp DX,399670.0,,,,,
Else Heart.Break(),400110.0,,,,,
Okhlos: Omega,400180.0,,,,,
Normality,400370.0,,,,,
Wuppo - Definitive Edition,400630.0,,,,,
Darknet,401910.0,,,,,
Sakura Swim Club,402180.0,,,,,
Lift It,402220.0,,,,,
Hyperdrive Massacre,402390.0,,,,,
Giant Machines 2017,402750.0,,,,,
Burly Men at Sea,403290.0,,,,,
Eaten Alive,403560.0,,,,,
Clergy Splode,403900.0,,,,,
Dungelot : Shattered Lands,403940.0,,,,,
Expand,399780.0,,,,,
Melter Man,404460.0,,,,,
Nex Machina,404540.0,,,,,
Curvatron,404700.0,,,,,
Pony Island,405640.0,,,,,
Staxel,405710.0,,,,,
Robot Squad Simulator 2017,405760.0,,,,,
Enigmoon,406090.0,,,,,
Refunct,406150.0,,,,,
KartKraft,406350.0,,,,,
Dub Dash,406940.0,,,,,
Killing Room,407560.0,,,,,
Sakura Beach 2,407980.0,,,,,
Starsphere,408750.0,,,,,
The Purring Quest,409100.0,,,,,
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",409160.0,,,,,
12 is Better Than 6,410110.0,,,,,
Ampersand,410210.0,,,,,
Darksiders II Deathinitive Edition,388410.0,,,,,
System Shock: Classic,410700.0,,,,,
System Shock: Enhanced Edition,410710.0,,,,,
Starward Rogue,410820.0,,,,,
Loot Hound,411680.0,,,,,
The FOO Show,411820.0,,,,,
Castle Chaos,412410.0,,,,,
Lup,412600.0,,,,,
STEINS;GATE,412830.0,,,,,
Drift Streets Japan,412880.0,,,,,
Back to Dinosaur Island ,412940.0,,,,,
Vertiginous Golf,272890.0,,,,,
Life is Hard,414080.0,,,,,
Skyforge,414530.0,,,,,
Uriel's Chasm 2: את,414580.0,,,,,
Pang Adventures,415150.0,,,,,
Shooting Stars!,415350.0,,,,,
Nyan Cat: Lost In Space,415420.0,,,,,
Earthfall,415590.0,,,,,
BAD END,415850.0,,,,,
Energy Cycle,415960.0,,,,,
Gun Bombers,416180.0,,,,,
Moto Racer  4,417430.0,,,,,
Turbo Pug,418070.0,,,,,
Draw Slasher,418270.0,,,,,
Cally's Caves 3,418120.0,,,,,
Red Game Without A Great Name,419500.0,,,,,
NEKOPARA Vol. 2,420110.0,,,,,
Spectrum,1743220.0,,,,,
The Deed,420740.0,,,,,
Sakura Santa,421700.0,,,,,
Goetia,421740.0,,,,,
The Bradwell Conspiracy,421790.0,,,,,
Dark Days,422020.0,,,,,
ShipLord,422250.0,,,,,
Hero's Song,413110.0,,,,,
Furi,423230.0,,,,,
Invasion: Brain Craving,423710.0,,,,,
Narcissu 10th Anniversary Anthology Project,426690.0,,,,,
Grow Up,426790.0,,,,,
American Truck Simulator,270880.0,,,,,
Hitman GO: Definitive Edition,427820.0,,,,,
The Witness,210970.0,,,,,
Army of Tentacles: (Not) A Cthulhu Dating Sim,427930.0,,,,,
Neon Chrome,428750.0,,,,,
Endorlight,428430.0,,,,,
"Kivi, Toilet and Shotgun",428950.0,,,,,
Zombie Wars: Invasion,429060.0,,,,,
Super Helmets on Fire DX Ultra Edition Plus Alpha,429200.0,,,,,
FullBlast,429220.0,,,,,
Super Bit Blaster XL,865040.0,,,,,
The Great Escape,814570.0,,,,,
FNaF World,427920.0,,,,,
The Count Lucanor,440880.0,,,,,
Ara Fell: Enhanced Edition,440540.0,,,,,
OutDrive,441870.0,,,,,
Drawful 2,442070.0,,,,,
Mind Dead,442190.0,,,,,
N++,230270.0,,,,,
Condemned: Criminal Origins,4720.0,,,,,
Bonsai,444160.0,,,,,
Asteroid Bounty Hunter,444220.0,,,,,
Scapeland,444440.0,,,,,
Expeditions: Viking,445190.0,,,,,
Phantom Trigger,445870.0,,,,,
Wizard of Legend,445980.0,,,,,
Jalopy,446020.0,,,,,
InCell VR,396030.0,,,,,
Skeet: VR Target Shooting,446770.0,,,,,
XLR,447100.0,,,,,
IKEA VR Experience,447270.0,,,,,
VA-11 Hall-A: Cyberpunk Bartender Action,447530.0,,,,,
Cat on a Diet,447890.0,,,,,
Rebirth of Island,448620.0,,,,,
Infinity Wings - Scout & Grunt,448790.0,,,,,
Calcu-Late,449200.0,,,,,
SAMOLIOTIK,449680.0,,,,,
Safety Driving Simulator: Car,450590.0,,,,,
Table Top Racing: World Tour,450670.0,,,,,
Cube Land Arena,450850.0,,,,,
Trucker,451660.0,,,,,
Highway Blossoms,451760.0,,,,,
Catch a Falling Star,451880.0,,,,,
The Cubicle.,452490.0,,,,,
Realities,452710.0,,,,,
Hustle Cat,453340.0,,,,,
To Ash,453950.0,,,,,
CrazyCars3D,454180.0,,,,,
Neon Hardcorps,454200.0,,,,,
The Eyes of Ara,454250.0,,,,,
Mainlining,454950.0,,,,,
The Orphan Dreams,456440.0,,,,,
SEUM: Speedrunners from Hell,457210.0,,,,,
Vrideo,457670.0,,,,,
The Signal From Tölva,457760.0,,,,,
Faeria,397060.0,,,,,
Holopoint,457960.0,,,,,
March of the Living,458000.0,,,,,
Allumette,460850.0,,,,,
A-Gents,460910.0,,,,,
Soulcaster: Part I & II,460970.0,,,,,
Dashy Square,461230.0,,,,,
NORTH,461890.0,,,,,
3 Coins At School,462110.0,,,,,
VR-Xterminator,462670.0,,,,,
Annie Amber,464440.0,,,,,
Fury Unleashed,465200.0,,,,,
OddPlanet,465930.0,,,,,
35MM,466500.0,,,,,
King's Guard TD,466730.0,,,,,
Super Space Pug,466840.0,,,,,
Escape This,467370.0,,,,,
simian.interface++,467780.0,,,,,
VR Regatta - The Sailing Game,468240.0,,,,,
Mini Golf Mundo,468320.0,,,,,
NVIDIA® VR Funhouse,468700.0,,,,,
Bambino Rally 3,469550.0,,,,,
Super Mega Neo Pug,469730.0,,,,,
Space Codex,469890.0,,,,,
Destinations,453170.0,,,,,
Legend of Miro,469980.0,,,,,
NEKOPALIVE,469990.0,,,,,
"SnarfQuest Tales, Episode 1: The Beginning",470020.0,,,,,
Quantum Replica,470090.0,,,,,
Angel Express [Tokkyu Tenshi],470480.0,,,,,
Demolish & Build 2017,470740.0,,,,,
Melody,471200.0,,,,,
Leave The Nest,471270.0,,,,,
SOMBRERO: Spaghetti Western Mayhem,472690.0,,,,,
Slime-san,473530.0,,,,,
Cosmic Dust & Rust,473560.0,,,,,
Project Remedium,475090.0,,,,,
Cally's Trials,476510.0,,,,,
Surge,914600.0,,,,,
The Night Cafe,482390.0,,,,,
The Technomancer,338390.0,,,,,
Head Shot,485310.0,,,,,
Star Drifter,485330.0,,,,,
Mad Combat Marines,485370.0,,,,,
POPixel,485560.0,,,,,
Beasts Battle,487030.0,,,,,
Freebie,487220.0,,,,,
KARAKARA,487430.0,,,,,
Conan the mighty pig,487700.0,,,,,
Just Deserts,488660.0,,,,,
CASE: Animatronics,489360.0,,,,,
Running Gods,496320.0,,,,,
ShapeShifter,1768090.0,,,,,
Firefighters - The Simulation,502420.0,,,,,
Vindictive Drive,507400.0,,,,,
Fabric,489660.0,,,,,
Through Abandoned: The Forest,513340.0,,,,,
Joana's Life,513740.0,,,,,
Turbo Pug DX,513780.0,,,,,
Super Jagua,514890.0,,,,,
Drive Megapolis,514970.0,,,,,
Warriors of Vilvatikta,515690.0,,,,,
ToeJam & Earl: Back in the Groove,516110.0,,,,,
Alien Rampage,516440.0,,,,,
My Summer Car,516750.0,,,,,
Sakura Shrine Girls,517000.0,,,,,
Balls! Virtual Reality Cricket,517220.0,,,,,
Squareface,517350.0,,,,,
The Secret Order 4: Beyond Time,517360.0,,,,,
Tavernier,517370.0,,,,,
VR Amazing Files: Horror Hospital,517400.0,,,,,
Just Cause 4,517630.0,,,,,
Chimpact 1 - Chuck's Adventure,518120.0,,,,,
Ballistick,518620.0,,,,,
Thrills & Chills - Roller Coasters,520270.0,,,,,
Purrfect Date,520600.0,,,,,
Stone Age Wars,521230.0,,,,,
Sakura Space,521500.0,,,,,
Lop Nor Zombie VR,521860.0,,,,,
RPG Maker VX,521880.0,,,,,
Galactic Storm,521990.0,,,,,
Lost Crew,522010.0,,,,,
Serial Cleaner,522210.0,,,,,
Quick Draw,522250.0,,,,,
Carrie's Order Up,522490.0,,,,,
Bomb U!,523090.0,,,,,
Lust for Darkness,523650.0,,,,,
Bullets And More VR - BAM VR,525640.0,,,,,
WORLD END ECONOMiCA episode.03,527190.0,,,,,
Janken Cards,527210.0,,,,,
Turbo Pug 3D,528510.0,,,,,
Shu,528720.0,,,,,
Stronghold Legends,40980.0,,,,,
Fine China,529040.0,,,,,
Soulblight,530930.0,,,,,
Battles of Norghan,531110.0,,,,,
Guardian's Oath,531890.0,,,,,
Dark Train,532290.0,,,,,
Space Trucker,2078410.0,,,,,
ReBoot,1426500.0,,,,,
Glittermitten Grove,536890.0,,,,,
Guts and Glory,537340.0,,,,,
HAUNTED: Halloween '85,538220.0,,,,,
Train Mechanic Simulator 2017,538810.0,,,,,
Puzzle Cube,539460.0,,,,,
Sakura Nova,539670.0,,,,,
Final Quest II,540020.0,,,,,
